0,45602831055201465
0,5266240497610264
1,0545407423565578
1,1308192994747168
1,7463082169495436
11,849052802054793
11,91048303782205
12,312679860621712
12,399906455073829
12,474652431310496
13,085934369890662
13,471315186584643
13,844588997287243
14,594295171624916
14,645144312419866
14,815130592007442
15,454914421484744
15,548564580182124
16,36808885258749
16,905775438997562
18,26494094813812
18,977290924466473
19,132347878856503
19,547942968623445
2,39041093962995
2,8714835970324204
20,613790991758417
20,69508175033582
21,825780380353244
21,918358078360477
22,427327687549102
23,401017427804906
25,88845001392531
25,975195190488655
26,039182307011867
26,11372634625486
26,384083252007727
26,506452822429527
26,609835355226874
27,782559894376202
28,457735315123678
29,008734492853637
29,483495678159343
29,495330672281096
3,1130363983221443
3,8650083123582757
30,02622069867553
30,755136901998615
31,49481049942272
32,497072646887005
32,593976136628044
33,32658568045505
33,87522341817045
34,367890171801655
34,77491165673887
35,03476514494223
35,075647191484194
35,325327636549645
36,074556128866284
36,79690812266877
38,53202649683015
39,12702544101543
39,239875320840255
39,72297547940023
4,422190839626583
4,733527800583759
40,0326700028899
40,047004939001084
40,48839804140278
41,426932508461
41,66713831563694
43,94094475710341
44,100708753622555
44,108910668222244
44,773247564563846
45,74994063656017
46,25328722171699
46,66968811299276
46,80103110216712
47,3354919131053
47,57366922543779
47,68893871403266
47,81629221028355
48,03333923245159
48,21642781585427
48,43290054368654
48,8568438846834
49,91775025716636
5,044200411612076
5,608311863318194
51,825804614054505
52,11350421698283
52,457036305331826
53,607505875294514
54,33888146519369
54,4261208148752
54,50453020446996
55,74678278830238
55,76060453168423
55,89093413726629
56,03425427293186
56,789036310191754
57,02617262679861
58,09519851526651
58,65872549687472
58,76364123502644
58,83280700708459
59,33574619864499
59,90450458032147
6,251719830130098
60,98130281572514
61,17589134541057
61,26621393820169
61,500761922051296
61,81764002254467
62,50165420688924
63,010077461288425
64,92247431950233
65,18270084249761
68,21848725981678
69,0627765880103
69,34554801400252
69,48819605326273
69,54606495218833
69,75100274428493
7,159729897084088
7,54500402540147
7,813336191383613
71,02237096809996
71,32758248406202
72,82112475544238
72,89645650028652
73,03790978182624
73,17589674614129
73,32387433665419
73,4379996860484
74,83920108713379
75,90393664382468
76,67250946771588
76,70989686914412
77,48008644355664
78,28097075377967
78,29272736061547
78,45191792883593
79,462118354749
8,238246951705674
80,99892296039862
81,98484172575716
82,77644575631943
82,99735570833204
83,18394521862427
83,20711817783526
83,57981208052519
83,60961430426362
85,36523294143265
85,43005598499468
86,46705899262706
86,7406348209127
87,4654850012002
87,66982465916475
87,7603278914188
89,15332676033346
89,54871099193508
9,80903845430241
90,4533833165944
90,73404636796614
92,16495246759078
92,25256579626708
95,1891816975116
95,69484369650453
95,86911321179284
95,93913641468971
96,01680713589921
96,23406104740188
96,63366039422007
96,81130501267616
98,85116944060039
